"Var1"	"Var2"	"value"	"T"
"IGF2BP2"	"U2AF1"	0.205018497023529	NA
"NONO"	"HNRNPK"	0.204735480367687	NA
"HNRNPK"	"NONO"	0.204735480367687	NA
"SLBP"	"FAM120A"	0.204650401776279	NA
"FAM120A"	"SLBP"	0.204650401776279	NA
"U2AF1"	"PTBP1"	0.204646521543987	NA
"PTBP1"	"U2AF1"	0.204646521543987	NA
"NONO"	"FMR1"	0.20457670504812	NA
"FMR1"	"NONO"	0.20457670504812	NA
"LARP7"	"HNRNPU"	0.204538259351741	NA
"HNRNPU"	"LARP7"	0.204538259351741	NA
"TRA2A"	"RBM22"	0.204480452168195	NA
"RBM22"	"TRA2A"	0.204480452168195	NA
"SRSF1"	"NONO"	0.204275981046913	NA
"NONO"	"SRSF1"	0.204275981046913	NA
"SBDS"	"SAFB2"	0.204215712796231	NA
"SAFB2"	"SBDS"	0.204215712796231	NA
"SRSF1"	"HNRNPUL1"	0.20403231575458	NA
"HNRNPUL1"	"SRSF1"	0.20403231575458	NA
"SLBP"	"ILF3"	0.203954468737894	NA
"ILF3"	"SLBP"	0.203954468737894	NA
"SMNDC1"	"RBM22"	0.203554391251844	NA
"RBM22"	"SMNDC1"	0.203554391251844	NA
"SAFB2"	"LARP7"	0.203242447027903	NA
"LARP7"	"SAFB2"	0.203242447027903	NA
"RBM22"	"FXR2"	0.203036805115902	NA
"FXR2"	"RBM22"	0.203036805115902	NA
"SAFB2"	"NONO"	0.202647088909195	NA
"NONO"	"SAFB2"	0.202647088909195	NA
"TARDBP"	"HNRNPM"	0.202472435693274	"TRUE"
"HNRNPM"	"TARDBP"	0.202472435693274	NA
"HNRNPU"	"AUH"	0.202062035110566	NA
"AUH"	"HNRNPU"	0.202062035110566	NA
"TARDBP"	"ILF3"	0.201926659731344	"TRUE"
"ILF3"	"TARDBP"	0.201926659731344	NA
"SLTM"	"IGF2BP1"	0.20176414077145	NA
"IGF2BP1"	"SLTM"	0.20176414077145	NA
"SND1"	"HNRNPM"	0.201375366696479	NA
"HNRNPM"	"SND1"	0.201375366696479	"TRUE"
"U2AF2"	"DDX42"	0.200807748223318	NA
"DDX42"	"U2AF2"	0.200807748223318	NA
"HNRNPU"	"HNRNPM"	0.200511235913835	NA
"HNRNPM"	"HNRNPU"	0.200511235913835	NA
"SAFB2"	"RBM22"	0.200470726357779	NA
"RBM22"	"SAFB2"	0.200470726357779	NA
"RBM22"	"FXR1"	0.200420590664359	NA
"FXR1"	"RBM22"	0.200420590664359	NA
"ILF3"	"AUH"	0.2002597013466	NA
"AUH"	"ILF3"	0.2002597013466	NA
"SLBP"	"CPSF6"	0.199909810004296	NA
"CPSF6"	"SLBP"	0.199909810004296	NA
"U2AF1"	"TNRC6A"	0.199828923274965	NA
"TNRC6A"	"U2AF1"	0.199828923274965	NA
"HNRNPK"	"GTF2F1"	0.19973386867518	NA
"GTF2F1"	"HNRNPK"	0.19973386867518	NA
"SLBP"	"FXR2"	0.199657076818508	NA
"FXR2"	"SLBP"	0.199657076818508	NA
"SLBP"	"HNRNPUL1"	0.199651383525671	NA
"HNRNPUL1"	"SLBP"	0.199651383525671	NA
"RBM22"	"DDX3X"	0.199563551065164	NA
"DDX3X"	"RBM22"	0.199563551065164	NA
"LARP7"	"HNRNPA1"	0.199432094157245	"TRUE"
"HNRNPA1"	"LARP7"	0.199432094157245	"TRUE"
"PRPF8"	"LSM11"	0.199408303518678	NA
"LSM11"	"PRPF8"	0.199408303518678	NA
"PRPF8"	"DDX42"	0.199169407083382	NA
"DDX42"	"PRPF8"	0.199169407083382	NA
"TROVE2"	"SLBP"	0.199142477332398	NA
"SLBP"	"TROVE2"	0.199142477332398	NA
"LIN28B"	"HNRNPUL1"	0.198776206545431	NA
"HNRNPUL1"	"LIN28B"	0.198776206545431	NA
"LIN28B"	"HNRNPM"	0.198755059248091	NA
"HNRNPM"	"LIN28B"	0.198755059248091	NA
"U2AF1"	"SLTM"	0.198645573451426	NA
"SLTM"	"U2AF1"	0.198645573451426	NA
"TNRC6A"	"HNRNPK"	0.197749148584059	NA
"HNRNPK"	"TNRC6A"	0.197749148584059	NA
"NONO"	"DDX3X"	0.197739753040199	NA
"DDX3X"	"NONO"	0.197739753040199	NA
"SBDS"	"HNRNPK"	0.197615989570992	NA
"HNRNPK"	"SBDS"	0.197615989570992	NA
"PTBP1"	"HNRNPK"	0.197480247434347	"TRUE"
"HNRNPK"	"PTBP1"	0.197480247434347	"TRUE"
"DDX42"	"DDX3X"	0.19728350364893	NA
"DDX3X"	"DDX42"	0.19728350364893	NA
"SLBP"	"NONO"	0.197224688621314	NA
"NONO"	"SLBP"	0.197224688621314	NA
"XRN2"	"KHDRBS1"	0.197079231432982	NA
"KHDRBS1"	"XRN2"	0.197079231432982	NA
"U2AF1"	"LSM11"	0.196717875035459	NA
"LSM11"	"U2AF1"	0.196717875035459	NA
"TRA2A"	"KHDRBS1"	0.196470462304413	NA
"KHDRBS1"	"TRA2A"	0.196470462304413	NA
"SLBP"	"KHDRBS1"	0.19626724871333	NA
"KHDRBS1"	"SLBP"	0.19626724871333	NA
"TAF15"	"SBDS"	0.196151472880661	NA
"SBDS"	"TAF15"	0.196151472880661	NA
"IGF2BP2"	"CSTF2T"	0.196055396207423	NA
"CSTF2T"	"IGF2BP2"	0.196055396207423	NA
"YWHAG"	"HNRNPK"	0.19579054220386	NA
"HNRNPK"	"YWHAG"	0.19579054220386	NA
"TAF15"	"FXR2"	0.195628713323739	NA
"FXR2"	"TAF15"	0.195628713323739	NA
"HNRNPUL1"	"HNRNPK"	0.194922984113187	NA
"HNRNPK"	"HNRNPUL1"	0.194922984113187	NA
"NONO"	"FXR2"	0.194902038061382	"TRUE"
"FXR2"	"NONO"	0.194902038061382	NA
"LIN28B"	"DDX42"	0.194877963398126	NA
"DDX42"	"LIN28B"	0.194877963398126	NA
"HNRNPA1"	"AUH"	0.194561097190752	NA
"AUH"	"HNRNPA1"	0.194561097190752	NA
"PRPF8"	"DGCR8"	0.194131913690153	NA
"DGCR8"	"PRPF8"	0.194131913690153	NA
"SND1"	"SAFB2"	0.193982386538781	NA
"SAFB2"	"SND1"	0.193982386538781	NA
"U2AF1"	"GTF2F1"	0.193728333018612	NA
"GTF2F1"	"U2AF1"	0.193728333018612	NA
"LIN28B"	"CSTF2T"	0.193566895054056	NA
"CSTF2T"	"LIN28B"	0.193566895054056	NA
"U2AF1"	"SND1"	0.193113890316765	NA
"SND1"	"U2AF1"	0.193113890316765	NA
"U2AF1"	"DGCR8"	0.193088240536371	NA
"DGCR8"	"U2AF1"	0.193088240536371	NA
"RBM22"	"IGF2BP1"	0.193085703224582	NA
"IGF2BP1"	"RBM22"	0.193085703224582	NA
"XRN2"	"DDX3X"	0.192842435279527	NA
"DDX3X"	"XRN2"	0.192842435279527	NA
"ILF3"	"HNRNPM"	0.192157504611067	NA
"HNRNPM"	"ILF3"	0.192157504611067	NA
"PRPF8"	"CPSF6"	0.192048776792057	NA
"CPSF6"	"PRPF8"	0.192048776792057	NA
"SLBP"	"FMR1"	0.191712946722989	NA
"FMR1"	"SLBP"	0.191712946722989	NA
"HNRNPM"	"CPSF6"	0.191706378744184	NA
"CPSF6"	"HNRNPM"	0.191706378744184	NA
"SRSF1"	"AUH"	0.191261880364557	NA
"AUH"	"SRSF1"	0.191261880364557	NA
"U2AF1"	"TARDBP"	0.191239041887523	NA
"TARDBP"	"U2AF1"	0.191239041887523	NA
"U2AF1"	"FAM120A"	0.191180682659943	NA
"FAM120A"	"U2AF1"	0.191180682659943	NA
"SLBP"	"FXR1"	0.191057513091544	NA
"FXR1"	"SLBP"	0.191057513091544	NA
"LIN28B"	"KHDRBS1"	0.190905217181499	NA
"KHDRBS1"	"LIN28B"	0.190905217181499	NA
"SLBP"	"CSTF2T"	0.190798213685109	NA
"CSTF2T"	"SLBP"	0.190798213685109	NA
"RBM22"	"FMR1"	0.190531360066877	NA
"FMR1"	"RBM22"	0.190531360066877	NA
"U2AF1"	"RBM27"	0.190207517552656	NA
"RBM27"	"U2AF1"	0.190207517552656	NA
"SRSF1"	"SBDS"	0.190071150159004	NA
"SBDS"	"SRSF1"	0.190071150159004	NA
"TAF15"	"SLBP"	0.190059697331916	NA
"SLBP"	"TAF15"	0.190059697331916	NA
"TAF15"	"KHSRP"	0.189599412080906	NA
"KHSRP"	"TAF15"	0.189599412080906	NA
"TAF15"	"LARP7"	0.189549589245642	NA
"LARP7"	"TAF15"	0.189549589245642	NA
"SMNDC1"	"KHDRBS1"	0.189360777877306	NA
"KHDRBS1"	"SMNDC1"	0.189360777877306	NA
"HNRNPUL1"	"FXR2"	0.189258996222754	NA
"FXR2"	"HNRNPUL1"	0.189258996222754	NA
"HNRNPU"	"FXR1"	0.189255601196459	NA
"FXR1"	"HNRNPU"	0.189255601196459	NA
"TRA2A"	"NONO"	0.189205685259849	NA
"NONO"	"TRA2A"	0.189205685259849	NA
"SMNDC1"	"LARP7"	0.189147890964413	NA
"LARP7"	"SMNDC1"	0.189147890964413	NA
"KHSRP"	"HNRNPUL1"	0.1891165603123	NA
"HNRNPUL1"	"KHSRP"	0.1891165603123	NA
"SAFB2"	"LIN28B"	0.188911481262086	NA
"LIN28B"	"SAFB2"	0.188911481262086	NA
"TARDBP"	"AUH"	0.188881785764717	NA
"AUH"	"TARDBP"	0.188881785764717	NA
"SLTM"	"HNRNPK"	0.188798884385088	NA
"HNRNPK"	"SLTM"	0.188798884385088	NA
"SMNDC1"	"HNRNPM"	0.188587923017811	NA
"HNRNPM"	"SMNDC1"	0.188587923017811	NA
"SMNDC1"	"AUH"	0.188018608928234	NA
"AUH"	"SMNDC1"	0.188018608928234	NA
"TRA2A"	"SLBP"	0.18797150377014	NA
"SLBP"	"TRA2A"	0.18797150377014	NA
"SLBP"	"PTBP1"	0.187890542110151	NA
"PTBP1"	"SLBP"	0.187890542110151	NA
"XRN2"	"LIN28B"	0.187269762948906	NA
"LIN28B"	"XRN2"	0.187269762948906	NA
"SLBP"	"HNRNPM"	0.187210091433192	NA
"HNRNPM"	"SLBP"	0.187210091433192	NA
"ILF3"	"IGF2BP2"	0.187189214613294	NA
"IGF2BP2"	"ILF3"	0.187189214613294	NA
"SLBP"	"HNRNPU"	0.18710523122828	NA
"HNRNPU"	"SLBP"	0.18710523122828	NA
"HNRNPA1"	"FXR2"	0.18690647408749	NA
"FXR2"	"HNRNPA1"	0.18690647408749	NA
"HNRNPM"	"DDX3X"	0.186761569980728	NA
"DDX3X"	"HNRNPM"	0.186761569980728	NA
"XRN2"	"SLBP"	0.186495694610624	NA
"SLBP"	"XRN2"	0.186495694610624	NA
"TROVE2"	"PRPF8"	0.186473775452738	NA
"PRPF8"	"TROVE2"	0.186473775452738	NA
"NPM1"	"HNRNPM"	0.185883779042145	"TRUE"
"HNRNPM"	"NPM1"	0.185883779042145	NA
"SLBP"	"LSM11"	0.185736548380253	NA
"LSM11"	"SLBP"	0.185736548380253	NA
"SLBP"	"HNRNPA1"	0.185644677729685	NA
"HNRNPA1"	"SLBP"	0.185644677729685	NA
"PRPF8"	"GTF2F1"	0.185581225085289	NA
"GTF2F1"	"PRPF8"	0.185581225085289	NA
"SND1"	"SLBP"	0.185230655985534	NA
"SLBP"	"SND1"	0.185230655985534	NA
"TAF15"	"FMR1"	0.185116536343105	NA
"FMR1"	"TAF15"	0.185116536343105	NA
"KHSRP"	"HNRNPU"	0.18509407307543	NA
"HNRNPU"	"KHSRP"	0.18509407307543	NA
"U2AF1"	"FXR1"	0.185077186975681	NA
"FXR1"	"U2AF1"	0.185077186975681	NA
"PRPF8"	"CSTF2T"	0.184981132350934	NA
"CSTF2T"	"PRPF8"	0.184981132350934	NA
"LIN28B"	"HNRNPA1"	0.184836182957231	NA
"HNRNPA1"	"LIN28B"	0.184836182957231	NA
"NONO"	"IGF2BP2"	0.184763878024497	NA
"IGF2BP2"	"NONO"	0.184763878024497	NA
"KHSRP"	"KHDRBS1"	0.184455592417608	NA
"KHDRBS1"	"KHSRP"	0.184455592417608	NA
"TRA2A"	"HNRNPU"	0.182987249885143	NA
"HNRNPU"	"TRA2A"	0.182987249885143	"TRUE"
"HNRNPM"	"FXR1"	0.182777958744366	NA
"FXR1"	"HNRNPM"	0.182777958744366	NA
"U2AF1"	"LARP7"	0.182764667472216	NA
"LARP7"	"U2AF1"	0.182764667472216	NA
"U2AF1"	"AUH"	0.181985083063456	NA
"AUH"	"U2AF1"	0.181985083063456	NA
"TAF15"	"AUH"	0.181666883791586	NA
"AUH"	"TAF15"	0.181666883791586	NA
"SLBP"	"LIN28B"	0.181617088815049	NA
"LIN28B"	"SLBP"	0.181617088815049	NA
"DDX3X"	"CSTF2T"	0.181473169115791	NA
"CSTF2T"	"DDX3X"	0.181473169115791	NA
"RBM22"	"IGF2BP2"	0.181359769424245	NA
"IGF2BP2"	"RBM22"	0.181359769424245	NA
"PRPF8"	"EIF4G2"	0.181301198512948	NA
"EIF4G2"	"PRPF8"	0.181301198512948	NA
"HNRNPK"	"FAM120A"	0.181202946363855	NA
"FAM120A"	"HNRNPK"	0.181202946363855	NA
"XRN2"	"HNRNPK"	0.180205590811845	NA
"HNRNPK"	"XRN2"	0.180205590811845	NA
"U2AF1"	"TROVE2"	0.180169829941825	NA
"TROVE2"	"U2AF1"	0.180169829941825	NA
"KHDRBS1"	"IGF2BP1"	0.179961889538223	NA
"IGF2BP1"	"KHDRBS1"	0.179961889538223	NA
"ILF3"	"FXR1"	0.179930964132082	NA
"FXR1"	"ILF3"	0.179930964132082	NA
"HNRNPK"	"DDX42"	0.179647081383856	NA
"DDX42"	"HNRNPK"	0.179647081383856	NA
"SAFB2"	"FXR2"	0.179569628848215	NA
"FXR2"	"SAFB2"	0.179569628848215	NA
"U2AF1"	"SBDS"	0.179359786711085	NA
"SBDS"	"U2AF1"	0.179359786711085	NA
"U2AF2"	"CPSF6"	0.179307599428269	NA
"CPSF6"	"U2AF2"	0.179307599428269	"TRUE"
"YWHAG"	"PRPF8"	0.179187903380737	NA
"PRPF8"	"YWHAG"	0.179187903380737	NA
"LARP7"	"DDX3X"	0.178646373733923	NA
"DDX3X"	"LARP7"	0.178646373733923	NA
"TARDBP"	"PRPF8"	0.178381477251898	NA
"PRPF8"	"TARDBP"	0.178381477251898	NA
"U2AF1"	"PRPF8"	0.17831219022859	NA
"PRPF8"	"U2AF1"	0.17831219022859	"TRUE"
"SRSF1"	"IGF2BP1"	0.178101550540099	NA
"IGF2BP1"	"SRSF1"	0.178101550540099	NA
"DDX3X"	"AUH"	0.178015928684188	NA
"AUH"	"DDX3X"	0.178015928684188	NA
"TAF15"	"IGF2BP1"	0.17788036210424	NA
"IGF2BP1"	"TAF15"	0.17788036210424	NA
"SAFB2"	"AUH"	0.17787312732579	NA
"AUH"	"SAFB2"	0.17787312732579	NA
"HNRNPUL1"	"FMR1"	0.177821204673124	NA
"FMR1"	"HNRNPUL1"	0.177821204673124	NA
"U2AF1"	"CSTF2T"	0.177293322209851	NA
"CSTF2T"	"U2AF1"	0.177293322209851	NA
"KHSRP"	"CSTF2T"	0.177138106534013	NA
"CSTF2T"	"KHSRP"	0.177138106534013	NA
"SAFB2"	"HNRNPM"	0.177113114010762	NA
"HNRNPM"	"SAFB2"	0.177113114010762	NA
"U2AF2"	"PRPF8"	0.177051194432293	NA
"PRPF8"	"U2AF2"	0.177051194432293	NA
"IGF2BP2"	"HNRNPUL1"	0.176810776108786	NA
"HNRNPUL1"	"IGF2BP2"	0.176810776108786	NA
"NONO"	"KHSRP"	0.176494110445916	NA
"KHSRP"	"NONO"	0.176494110445916	NA
"RBM22"	"LIN28B"	0.176172810082016	NA
"LIN28B"	"RBM22"	0.176172810082016	NA
"HNRNPA1"	"FMR1"	0.175941475780195	NA
"FMR1"	"HNRNPA1"	0.175941475780195	NA
"LARP7"	"IGF2BP1"	0.17553010030444	NA
"IGF2BP1"	"LARP7"	0.17553010030444	NA
"SRSF1"	"KHDRBS1"	0.175489148705255	NA
"KHDRBS1"	"SRSF1"	0.175489148705255	NA
"LARP7"	"KHDRBS1"	0.175213055103454	NA
"KHDRBS1"	"LARP7"	0.175213055103454	NA
"LSM11"	"HNRNPK"	0.175140216235181	NA
"HNRNPK"	"LSM11"	0.175140216235181	NA
"LIN28B"	"LARP7"	0.174646587537091	"TRUE"
"LARP7"	"LIN28B"	0.174646587537091	NA
"RBM22"	"HNRNPK"	0.174376755760322	NA
"HNRNPK"	"RBM22"	0.174376755760322	NA
"HNRNPUL1"	"DDX3X"	0.174260869395717	NA
"DDX3X"	"HNRNPUL1"	0.174260869395717	NA
"TRA2A"	"HNRNPM"	0.173793558692518	NA
"HNRNPM"	"TRA2A"	0.173793558692518	"TRUE"
"IGF2BP1"	"HNRNPUL1"	0.173732867238439	NA
"HNRNPUL1"	"IGF2BP1"	0.173732867238439	NA
"KHSRP"	"HNRNPM"	0.172663463833243	NA
"HNRNPM"	"KHSRP"	0.172663463833243	NA
"IGF2BP2"	"HNRNPM"	0.172562818587143	NA
"HNRNPM"	"IGF2BP2"	0.172562818587143	NA
"SLBP"	"DDX3X"	0.172440959251465	NA
"DDX3X"	"SLBP"	0.172440959251465	NA
"IGF2BP1"	"CSTF2T"	0.171833373853199	NA
"CSTF2T"	"IGF2BP1"	0.171833373853199	NA
"IGF2BP1"	"AUH"	0.171802494485115	NA
"AUH"	"IGF2BP1"	0.171802494485115	NA
"KHDRBS1"	"DDX3X"	0.17176254790863	NA
"DDX3X"	"KHDRBS1"	0.17176254790863	NA
"SLTM"	"PRPF8"	0.171638906850368	NA
"PRPF8"	"SLTM"	0.171638906850368	NA
"PRPF8"	"FAM120A"	0.17118316989473	NA
"FAM120A"	"PRPF8"	0.17118316989473	NA
"IGF2BP2"	"HNRNPA1"	0.170731715578606	NA
"HNRNPA1"	"IGF2BP2"	0.170731715578606	"TRUE"
"KHDRBS1"	"AUH"	0.169744796979919	NA
"AUH"	"KHDRBS1"	0.169744796979919	NA
"SRSF1"	"HNRNPU"	0.169494737516383	NA
"HNRNPU"	"SRSF1"	0.169494737516383	"TRUE"
"ILF3"	"IGF2BP1"	0.169294072732404	NA
"IGF2BP1"	"ILF3"	0.169294072732404	NA
"PTBP1"	"HNRNPM"	0.169074006290926	NA
"HNRNPM"	"PTBP1"	0.169074006290926	NA
"SRSF1"	"RBM22"	0.168972225880504	NA
"RBM22"	"SRSF1"	0.168972225880504	NA
"TNRC6A"	"PRPF8"	0.168533179470078	NA
"PRPF8"	"TNRC6A"	0.168533179470078	NA
"U2AF1"	"GNL3"	0.168261148228352	NA
"GNL3"	"U2AF1"	0.168261148228352	NA
"LSM11"	"KHSRP"	0.168179681988757	NA
"KHSRP"	"LSM11"	0.168179681988757	NA
"PRPF8"	"DDX3X"	0.168107726722465	NA
"DDX3X"	"PRPF8"	0.168107726722465	"TRUE"
"HNRNPU"	"HNRNPK"	0.167489212107376	"TRUE"
"HNRNPK"	"HNRNPU"	0.167489212107376	"TRUE"
"TAF15"	"IGF2BP2"	0.167487066272616	NA
"IGF2BP2"	"TAF15"	0.167487066272616	NA
"SMNDC1"	"SLBP"	0.16714358434176	NA
"SLBP"	"SMNDC1"	0.16714358434176	NA
"HNRNPK"	"EIF4G2"	0.167032701487969	NA
"EIF4G2"	"HNRNPK"	0.167032701487969	NA
"SMNDC1"	"SAFB2"	0.166355297077079	NA
"SAFB2"	"SMNDC1"	0.166355297077079	NA
"NONO"	"LIN28B"	0.165781476325628	NA
"LIN28B"	"NONO"	0.165781476325628	NA
"PRPF8"	"NONO"	0.165468119697539	NA
"NONO"	"PRPF8"	0.165468119697539	NA
"HNRNPK"	"HNRNPA1"	0.165181989905653	"TRUE"
"HNRNPA1"	"HNRNPK"	0.165181989905653	"TRUE"
"HNRNPU"	"FXR2"	0.16505017799699	NA
"FXR2"	"HNRNPU"	0.16505017799699	NA
"U2AF1"	"NPM1"	0.165025745631451	NA
"NPM1"	"U2AF1"	0.165025745631451	NA
"SLBP"	"IGF2BP2"	0.164824557832444	NA
"IGF2BP2"	"SLBP"	0.164824557832444	NA
"LARP7"	"HNRNPK"	0.163742702051877	NA
"HNRNPK"	"LARP7"	0.163742702051877	NA
"U2AF2"	"PTBP1"	0.163660871553656	NA
"PTBP1"	"U2AF2"	0.163660871553656	NA
"SAFB2"	"FMR1"	0.163616588634446	NA
"FMR1"	"SAFB2"	0.163616588634446	NA
"U2AF1"	"NONO"	0.163386044362203	NA
"NONO"	"U2AF1"	0.163386044362203	NA
"IGF2BP1"	"DDX42"	0.163299449921206	NA
"DDX42"	"IGF2BP1"	0.163299449921206	NA
"IGF2BP2"	"HNRNPK"	0.163242385274442	NA
"HNRNPK"	"IGF2BP2"	0.163242385274442	NA
"LIN28B"	"AUH"	0.162898792217394	NA
"AUH"	"LIN28B"	0.162898792217394	NA
"HNRNPK"	"GNL3"	0.161928109813998	NA
"GNL3"	"HNRNPK"	0.161928109813998	NA
"KHDRBS1"	"HNRNPM"	0.161511998460896	NA
"HNRNPM"	"KHDRBS1"	0.161511998460896	NA
"U2AF1"	"RBM22"	0.16133888708385	NA
"RBM22"	"U2AF1"	0.16133888708385	NA
"ILF3"	"FXR2"	0.161304790505798	NA
"FXR2"	"ILF3"	0.161304790505798	NA
"U2AF1"	"HNRNPM"	0.161294778115079	NA
"HNRNPM"	"U2AF1"	0.161294778115079	"TRUE"
"XRN2"	"IGF2BP1"	0.160837130852238	NA
"IGF2BP1"	"XRN2"	0.160837130852238	NA
"LIN28B"	"HNRNPU"	0.160173103344486	NA
"HNRNPU"	"LIN28B"	0.160173103344486	NA
"LIN28B"	"ILF3"	0.16004714742014	NA
"ILF3"	"LIN28B"	0.16004714742014	NA
"U2AF1"	"HNRNPUL1"	0.159884651434171	NA
"HNRNPUL1"	"U2AF1"	0.159884651434171	NA
"SLBP"	"IGF2BP1"	0.159683425198178	NA
"IGF2BP1"	"SLBP"	0.159683425198178	NA
"U2AF2"	"TARDBP"	0.159673828674501	NA
"TARDBP"	"U2AF2"	0.159673828674501	"TRUE"
"SRSF1"	"ILF3"	0.159622883935733	NA
"ILF3"	"SRSF1"	0.159622883935733	NA
"IGF2BP1"	"HNRNPK"	0.159034830932292	NA
"HNRNPK"	"IGF2BP1"	0.159034830932292	NA
"YWHAG"	"U2AF2"	0.158834683852097	NA
"U2AF2"	"YWHAG"	0.158834683852097	NA
"HNRNPA1"	"DDX3X"	0.158481666274208	"TRUE"
"DDX3X"	"HNRNPA1"	0.158481666274208	NA
"TRA2A"	"ILF3"	0.157906806040835	NA
"ILF3"	"TRA2A"	0.157906806040835	NA
"XRN2"	"KHSRP"	0.157487162867465	NA
"KHSRP"	"XRN2"	0.157487162867465	NA
"RBM27"	"PRPF8"	0.157482281193486	NA
"PRPF8"	"RBM27"	0.157482281193486	NA
"IGF2BP1"	"HNRNPA1"	0.157396640141597	NA
"HNRNPA1"	"IGF2BP1"	0.157396640141597	"TRUE"
"PTBP1"	"PRPF8"	0.157254992676497	NA
"PRPF8"	"PTBP1"	0.157254992676497	NA
"SLBP"	"HNRNPK"	0.157000965216631	NA
"HNRNPK"	"SLBP"	0.157000965216631	NA
"TROVE2"	"KHSRP"	0.156917438482036	NA
"KHSRP"	"TROVE2"	0.156917438482036	NA
"U2AF2"	"LSM11"	0.156321655252211	NA
"LSM11"	"U2AF2"	0.156321655252211	NA
"KHSRP"	"ILF3"	0.155494779192636	NA
"ILF3"	"KHSRP"	0.155494779192636	NA
"U2AF1"	"IGF2BP1"	0.155341374105674	NA
"IGF2BP1"	"U2AF1"	0.155341374105674	NA
"U2AF2"	"TRA2A"	0.155178707155533	NA
"TRA2A"	"U2AF2"	0.155178707155533	NA
"SND1"	"HNRNPK"	0.154825244154827	NA
"HNRNPK"	"SND1"	0.154825244154827	NA
"KHDRBS1"	"FXR2"	0.154712726011205	NA
"FXR2"	"KHDRBS1"	0.154712726011205	NA
"IGF2BP2"	"HNRNPU"	0.154565108541797	NA
"HNRNPU"	"IGF2BP2"	0.154565108541797	NA
"KHDRBS1"	"IGF2BP2"	0.154357682364396	NA
"IGF2BP2"	"KHDRBS1"	0.154357682364396	NA
"RBM22"	"PRPF8"	0.154292893987349	NA
"PRPF8"	"RBM22"	0.154292893987349	NA
"SRSF1"	"SLBP"	0.153670164393007	NA
"SLBP"	"SRSF1"	0.153670164393007	NA
"SAFB2"	"IGF2BP1"	0.153655374591517	NA
"IGF2BP1"	"SAFB2"	0.153655374591517	NA
"PRPF8"	"LIN28B"	0.153530249698674	NA
"LIN28B"	"PRPF8"	0.153530249698674	NA
"U2AF2"	"FXR2"	0.152937162206508	NA
"FXR2"	"U2AF2"	0.152937162206508	NA
"PRPF8"	"FXR1"	0.152689333417868	NA
"FXR1"	"PRPF8"	0.152689333417868	NA
"RBM27"	"KHSRP"	0.152362122669648	NA
"KHSRP"	"RBM27"	0.152362122669648	NA
"U2AF1"	"KHSRP"	0.152088939943227	NA
"KHSRP"	"U2AF1"	0.152088939943227	NA
"PRPF8"	"ILF3"	0.151652902089831	NA
"ILF3"	"PRPF8"	0.151652902089831	NA
"SAFB2"	"KHSRP"	0.151151285949342	NA
"KHSRP"	"SAFB2"	0.151151285949342	NA
"KHSRP"	"DDX42"	0.150645319411782	NA
"DDX42"	"KHSRP"	0.150645319411782	NA
"PRPF8"	"KHSRP"	0.149840643786013	NA
"KHSRP"	"PRPF8"	0.149840643786013	NA
"ILF3"	"FMR1"	0.149728486609179	NA
"FMR1"	"ILF3"	0.149728486609179	NA
"ILF3"	"DDX3X"	0.149644420328554	NA
"DDX3X"	"ILF3"	0.149644420328554	NA
"U2AF2"	"IGF2BP2"	0.148962525233275	NA
"IGF2BP2"	"U2AF2"	0.148962525233275	NA
"U2AF2"	"SND1"	0.14882353863422	NA
"SND1"	"U2AF2"	0.14882353863422	NA
"SMNDC1"	"HNRNPK"	0.148617215047231	NA
"HNRNPK"	"SMNDC1"	0.148617215047231	NA
"U2AF2"	"KHSRP"	0.148605803222063	NA
"KHSRP"	"U2AF2"	0.148605803222063	NA
"SAFB2"	"IGF2BP2"	0.148589700892038	NA
"IGF2BP2"	"SAFB2"	0.148589700892038	NA
"KHSRP"	"DGCR8"	0.148048005141406	NA
"DGCR8"	"KHSRP"	0.148048005141406	NA
"HNRNPU"	"FMR1"	0.146752874824517	NA
"FMR1"	"HNRNPU"	0.146752874824517	NA
"U2AF2"	"FAM120A"	0.146694049529073	NA
"FAM120A"	"U2AF2"	0.146694049529073	NA
"U2AF2"	"EIF4G2"	0.146634700100929	NA
"EIF4G2"	"U2AF2"	0.146634700100929	NA
"SLTM"	"KHSRP"	0.145781622482023	NA
"KHSRP"	"SLTM"	0.145781622482023	NA
"KHDRBS1"	"HNRNPK"	0.145710594542621	"TRUE"
"HNRNPK"	"KHDRBS1"	0.145710594542621	"TRUE"
"KHSRP"	"HNRNPA1"	0.144736080133353	"TRUE"
"HNRNPA1"	"KHSRP"	0.144736080133353	"TRUE"
"PRPF8"	"NPM1"	0.144707367118873	NA
"NPM1"	"PRPF8"	0.144707367118873	NA
"U2AF1"	"HNRNPA1"	0.144640320876103	NA
"HNRNPA1"	"U2AF1"	0.144640320876103	NA
"KHDRBS1"	"FMR1"	0.144630900168477	NA
"FMR1"	"KHDRBS1"	0.144630900168477	NA
"PRPF8"	"IGF2BP2"	0.144543992678423	NA
"IGF2BP2"	"PRPF8"	0.144543992678423	NA
"IGF2BP1"	"HNRNPU"	0.144377147161601	NA
"HNRNPU"	"IGF2BP1"	0.144377147161601	"TRUE"
"TAF15"	"PRPF8"	0.14241925377837	NA
"PRPF8"	"TAF15"	0.14241925377837	NA
"SAFB2"	"DDX3X"	0.141658247458445	NA
"DDX3X"	"SAFB2"	0.141658247458445	NA
